id,date,tweet,sentiment
1590335038662451201,2022-11-09,"Pecinta drakor yuks ngumpul sini,skrg klo mau nonton drakor apa aja tinggal buka useetv cari chanelnya holstar pake jringan indihome yakin dech bakalan betah lama2 dikamar kyk aku nih seharian dpn tv pantengin tayangan drakor ke sukaan ku  https://t.co/WSwI7DvVgw",1.0
1590335027958906880,2022-11-09,@IndiHome kapan nih gangguan selesai dari jam 2 siang sampai sekarang blm bener² juga,0.0
1590334823734079488,2022-11-09,@IndiHomeCare Halo indihome ini kok internet nya ilang2an,0.0
1590334738908450819,2022-11-09,@IndiHome saya tak ingin lagi berlangganan dengan indihome,0.0
1590334514567729154,2022-11-09,Sudahlah makan tidak berkuah Nasi yang ada terasa hampa Sudahlah badan tidak bertuah Internet indiHome terisolir karena lupa bayar tagihannya 🤣 #PantunKalbar #InternetnyaIndonesia  #AktivitasTanpaBatas,2.0
1590334503020802054,2022-11-09,Today Watching Magia Record: Mahou Shoujo Madoka☆Magica Gaiden on @aniplusasia from @indihome 💞  #magia #mahoushoujo #madoka #Anime  https://t.co/o44YW8vJpF,2.0
1590334324804841475,2022-11-09,@art_by_mrs @worksfess @IndiHome Kok gitu sih? Gw dulu daftar Firstmedia &amp; MyRepublic ga ada kirim² selfi dgn KTP.,0.0
1590333926203351042,2022-11-09,"@IndiHome saya mau berhenti berlangganan, caranya gimana ya?",2.0
1590333741914009600,2022-11-09,@chiw @tangtunk @elmoel @juspisang Heeee brigata la violaaa cagak indihome,2.0
1590333730216087554,2022-11-09,"Masih semangat buat nonton BWF World Tour dalam Hylo Open 2022 karena streamingnya pake UseeTV GO. Untung udah pake paket internet hemat yang udah sama IndiHome TV, jadi makin nyaman deh nontonnya. #AktivitasTanpaBatas #InternetnyaIndonesia",1.0
1590333664755609607,2022-11-09,"Modal main games Quizziz doang bisa dibayarin tagihan IndiHome dong. Musti ikutan juga nih buat bulan depan, karena lumayan banget kalau ikutan program keren dari IndiHome Borneo ini. Bisa hemat banyak! #AktivitasTanpaBatas #InternetnyaIndonesia",1.0
1590333639526449152,2022-11-09,"@mastahta Halo, Sobat. Informasi dan laporan seputar layanan IndiHome, hubungi kami melalui DM di akun Twitter @IndiHomeCare atau klik Link :    https://t.co/yuUDRsBgiA. Terima Kasih -Nabil",2.0
1590332972695433225,2022-11-09,Penasaran sama kejutan nggak ngadi-ngadi dari IndiHome?Tunggu tanggal mainnya di 11.11. Pantengin terus @IndiHome yaa ????#AktivitasTanpaBatas  https://t.co/ayKtlVPMnB,2.0
1590332961110757384,2022-11-09,@IndiHome apa memang lagi ada gangguan di daerah sleman?,0.0
1590332777421209600,2022-11-09,"@bucinsehunna @IndiHome @IndiHomeCare Area Merjosari malang kota, kayak kota 👻 tanpa internet Indihome",1.0
1590332684857135104,2022-11-09,@IndiHome kak bisa bantu kenapa internet saya tiba2 speednya turun drastis yaa padahal fup masih,0.0
1590332632877105152,2022-11-09,"IndiHome Borneo selalu punya cara untuk bikin #AktivitasTanpaBatas jadi seru bersama #InternetnyaIndonesia. Pas ketemu info event Voice Over ini, jadi tertarik buat ikutan deh. Apalagi hadiahnya lumayan. Yuk gaskan ikutan juga!",1.0
1590332543609765888,2022-11-09,"@CPRZ__ @IndiHome btw the other day thank u for checking me yoo tino, whether if im okay or not sehato terooss",1.0
1590332445186195458,2022-11-09,"Mantep! Yang bikin mood naik di awal bulan gini tuh gaji udah cair! Kirim uang ke ortu udah, jajanin adek udah, sekarang giliran bayar tagihan termasuk tagihan IndiHome. Biar jaringan internet bisa terus lancar~ #AktivitasTanpaBatas #InternetnyaIndonesia",1.0
1590332393214578688,2022-11-09,"@infotlogomas @IndiHomeCare @IndiHome Betul, ini daerah Merjosari msh tewas jam skrng.",2.0
1590332300033949696,2022-11-09,@IndiHomeCare indihome wilayah 45652 gangguan kah mint?,0.0
1590332278265114625,2022-11-09,"@NIK003__ Hello Mr/Mrs, For information and reports about IndiHome services, contact us via DM on the Twitter account @IndiHomeCare or click the link:    https://t.co/yuUDRsBgiA. Thank you -Nabil",2.0
1590331899205267457,2022-11-09,Galah bukan sembarang galah Galah orang pemanjat pinang Salah bukan sembarang salah Salah abang indiHome tak dipasang 😄 #PantunKalbar #InternetnyaIndonesia #AktivitasTanpaBatas,1.0
1590331765885108225,2022-11-09,"Kemarin tiba-tiba disamperin temen-temen ke rumah, katanya mau ngajak mabar mobile legend. Wah untung aku baru pasang IndiHome, jadi koneksi waktu mabarnya lancar sentosa wkwkwk.  https://t.co/nomp0gvRQ1",1.0
1590331662218719235,2022-11-09,"Kemarin nonton Hylo Open 2022 dan ternyata Indonesia dapet 2 gelar juara umum dong! Rasa bangga dan harunya sampai ke rumah dong, karena nontonnya langsung via IndiHome TV. #AktivitasTanpaBatas #InternetnyaIndonesia",1.0
1590331649711288320,2022-11-09,@tertawasendiri @IndiHome nambahi sontrek ngesbes sam  https://t.co/dDJTn2Y3KX,2.0
1590331587568480257,2022-11-09,"Dari dulu udah suka banget sama tayangan yang ada di RCTI, MNC TV dan GTV. Untung sekarang di IndiHome TV ada Vision+, jadi bisa puas nonton tayangan-tayangan favoritku deh. #AktivitasTanpaBatas #InternetnyaIndonesia",1.0
1590331319179169794,2022-11-09,@IndiHome saya ingin berhenti berlangganan indihome,0.0
1590330954060824577,2022-11-09,Hari minggu jalan ke pasar  Lihat mamang menjual oncom Banyak kawan mau ngajak mabar Dirumah udah aman pasang indihome #InternetnyaIndonesia  #AktivitasTanpaBatas  #PantunKalbar,1.0
1590330716055011328,2022-11-09,"Baru tau kalau ternyata di IndiHome TV ada program khusus musik yang namanya ""Mood booster""! Wah cocok banget nih ditonton buat jadi penyemangat hari! #AktivitasTanpaBatas #InternetnyaIndonesia",1.0
1590330598941687808,2022-11-09,"Promo 11.11 dari IndiHome ada lagi? Wah, excited banget nungguinnya! Pasti menguntungkan banget deh, contohnya aja kayak Paket Jitu kemarin, hemat banget! #AktivitasTanpaBatas #InternetnyaIndonesia",1.0
1590330554373001226,2022-11-09,"@suretobenothing Hi, Kak Latte. Guna pengecekan lebih lanjut silakan informasikan nomor layanan, atas nama, alamat lengkap, jumlah tagihan terakhir dan relasi dengan pemilik IndiHome melalui DM kami. Terima kasih. -ninoy",2.0
1590330497975996416,2022-11-09,"@keiefcyi You're welcome, Kak Peony.  Kalau ada yang mau ditanyain seputar layanan IndiHome, jangan ragu untuk hubungi kami ya, Kak. Selamat menikmati layanan kami. Semoga Kakak sehat selalu, selamat malam dan selamat beristirahat 😊🙏 #YouAreFirst -Fikar",2.0
1590330475717201920,2022-11-09,indihome sucks so bad i wanna jump off the balcony,0.0
1590330372424093696,2022-11-09,Seru banget ternyata ada Dance Cover Challenge dong dari IndiHome Borneo. Harus cepet-cepet pelajarin gerakannya nih biar bisa ikutan. Hadiahnya lumayan! #AktivitasTanpaBatas #InternetnyaIndonesia,1.0
1590329998220873728,2022-11-09,masih tanggal 9 dan indihome guwe udah kek siput. haloooo halooooo @IndiHome ini gw berasa internet an jaman batu yg gambarnya ga kebuka woi 😒,0.0
1590329830012489730,2022-11-09,"@Kasih52202407 Hai, Kak Kasih. Pastikan saat menelepon menggunakan kode area wilayahnya, ya. atau pertanyaan seputar layanan IndiHome bisa juga kami bantu di sini. Terima kasih. -Nyil",2.0
1590329633060552705,2022-11-09,Malam malam makan sanggar Makan sebiji banyak lomboknya Yuk kita onton piala Dunia Qatar Tentunua Di video indihome punya  #AktivitasTanpaBatas #InternetnyaIndonesia #PantunKaltara  https://t.co/pg38l69zyK,1.0
1590329482241781760,2022-11-09,indihome metu eleke,0.0
1590329273239601153,2022-11-09,"Saksikan FIFA World Cup Qatar 2022 via aplikasi Vidio melalui IndiHome TV ya guyss, yuk cus langganan sekarang juga #PialaDunia #IndiHome",1.0
1590329150845648896,2022-11-09,"Para pecandu bola, siap-siap ya. Beentar lagi, pertandingan sepak bola terbesar di dunia segera digelar.  FIFA World Cup Qatar 2022 berlangsung dari 20 Nov - 18 Des 2022 Kalian bs nonton via aplikasi Vidio lewat IndiHome TV. Sudah siap dukung tim jagoanmu? #PialaDunia #IndiHome  https://t.co/3JQYFVSMNR",1.0
1590328727279632385,2022-11-09,"Hujan hujan gini ditemenin teh panas sama netflix. Wifinya pake indihome. Jaringan aman bikin streaming film lebih nyaman. Dengan indihome, semua jadi lebih mudah. #IndiHome #InternetnyaIndonesia #AktivitasTanpaBatas #PahlawanDariKita  https://t.co/F2iCzbLRAz",1.0
1590328526234095617,2022-11-09,Malam senin Malam selasa Internetan  Ya indihome aja  #AkivitasTanpaBatas #InternetnyaIndonesi #PantunKaltara  https://t.co/KScVltb6Bk,1.0
1590328317496143872,2022-11-09,INDIHOME ANJING ANJING BANGET POKONYA,0.0
1590328169655341056,2022-11-09,"Saksikan FIFA World Cup Qatar 2022 via aplikasi Vidio melalui IndiHome TV ya guyss, yuk cus langganan sekarang juga #PialaDunia #IndiHome #InternetnyaIndonesia #AktivitasTanpaBatas #SilaturahmiTanpaBatas #IndiHomeTV #NetflixViaIndiHome  https://t.co/hAPQaPuIoY",1.0
1590327519907282945,2022-11-09,"Baru tau kalau ternyata di IndiHome TV ada program khusus musik yang namanya ""Mood booster""! Wah cocok banget nih ditonton buat jadi penyemangat hari! #AktivitasTanpaBatas #InternetnyaIndonesia  https://t.co/BcQQDbD9Hx",1.0
1590327454744604673,2022-11-09,"Bintang 0 untuk customer service @IndiHome  Dari kemarin telfon call center tapi sibuk, di chat via whatsapp ga jawab Masa pelanggannya yg kejer2 biar di pasangin hadeh  https://t.co/CHIQKKP7U1",0.0
1590327425019572230,2022-11-09,"Promo 11.11 dari IndiHome ada lagi? Wah, excited banget nungguinnya! Pasti menguntungkan banget deh, contohnya aja kayak Paket Jitu kemarin, hemat banget! #AktivitasTanpaBatas #InternetnyaIndonesia  https://t.co/eTq54C5yJ7",1.0
1590327390856962048,2022-11-09,@IndiHome lower your price and increase the speed,0.0
1590327280047652865,2022-11-09,"Terlalu lama Indihome ini gangguan massal nya, udah dari tengah malam tadi lo",0.0
1590327107715969024,2022-11-09,"@tertawasendiri @CPRZ__ Halo, Sobat. Informasi dan laporan seputar layanan IndiHome, hubungi kami melalui DM di akun Twitter @IndiHomeCare atau klik Link :    https://t.co/yuUDRsBgiA. Terima Kasih -Nabil",2.0
1590327027848335361,2022-11-09,"@erickthohir Kayanya susah ya pak orang mau pasang jargas nda kaya indihome Telkom PLN ada kantor pemasangan yg jelas dan petugas nya banyak iklan di medsos, pengajuan online juga lama nda ditanggapi semoga lebih bagus kedepannya (lokasi Balikpapan)   https://t.co/rcqPtXW9LV",0.0
1590326813892673536,2022-11-09,@IndiHome ini kok vidio bisa tapi tv sama youtubenya bisa?,
1590326725497745411,2022-11-09,@minsi7pc @yunjin7pc @jirawat7pc Tweetdeck kalo pake Indihome sama aja,0.0
1590326716563853312,2022-11-09,@IndiHomeCare mohon maaf min. saya dapat nomor itu langsung dari website indihome sendiri. apakah salah min kalau saya tanya2 terlebih dahulu itu salah ya?,0.0
1590326301457805312,2022-11-09,@akunyakul @jahendut Indihome lebih trust issue bu😭 ku lari ke biznet sampe sekarang lancar jaya kalaupun ada kendala gak sampe 5 menit dan masih lancar buat browsing,0.0
1590325804613120001,2022-11-09,"Akhirnya house on wheel season 4 tayang juga di TvN cus nonton yok di indihometv seru loh , maknae kali ini babang rowoon sf9  #IndiHome #InternetnyaIndonesia #AktivitasTanpaBatas #PahlawanDariKita  https://t.co/TXd1E67tDx",1.0
1590325563700674561,2022-11-09,"Nggak perlu bingung lagi, sekarang Kamu bisa bayar internet dan Netflix dalam satu tagihan.  Lebih enaknya lagi bisa streaming Netflix sepuasnya dengan koneksi internet up to 100 Mbps dari IndiHome. #AktivitasTanpaBatas #IndiHomeMbois #InternetnyaIndonesia  https://t.co/kM6MLXYCeX",2.0
1590325546055274496,2022-11-09,"@KamuSia73237345 Hai, Sobat. Mohon maaf untuk permintaan pemasangan baru bisa melalui Kami, call center 147 atau aplikasi myIndiHome, Homie sarankan juga untuk berhati-hati terhadap nomor yg mengatasnamakan IndiHome, (1/2) -Homie",2.0
1590325261014536193,2022-11-09,Semoga besok pagi indihome udah gak ada masalah ..,0.0
1590325189895917570,2022-11-09,"@akunyakul aku pake indihome bu, tapi yang 100 mbps kalo gak salah. pokoknya yg harganya 2x lipat dr paket biasa deh",0.0
1590324919891824641,2022-11-09,"@HBasyeban Okay Kak Hamzah, Gurez senang mendengar kabar baiknya. Selamat menikmati layanan IndiHome kembali :) Have a great day, because #YouAreFirst. -Gurez",1.0
1590324728946135042,2022-11-09,Penasaran sama kejutan nggak ngadi-ngadi dari IndiHome?Tunggu tanggal mainnya di 11.11. Pantengin terus @IndiHome yaa ????#AktivitasTanpaBatas#InternetnyaIndonesia  https://t.co/3wA1nz1N7G,2.0
1590324707815227393,2022-11-09,Tetep di indihome atau ke iconnect nya pln ya?,2.0
1590324579196891136,2022-11-09,"@farizperwira @IndiHome IndiHome sih langganan error mulu dimana2. Pas di Jakarta pake IndiHome juga error dan pas pindah Bali billingnya tetep jalan padahal udah diputus. Di Bali juga kebetulan pake lagi karena sekomplek musti samaan internet providernya, ya tetep aja error2 mulu 👻🤣",0.0
1590324308387459074,2022-11-09,"Gak ada alasan buat nolak paket jitu dari indihome nih internetan kecepatan 30mbps dengan biaya perbulan yang terjangkau, buruaan daftar..  https://t.co/PvQTpPASgm",1.0
1590324147456192512,2022-11-09,Penasaran sama kejutan nggak ngadi-ngadi dari IndiHome?Tunggu tanggal mainnya di 11.11. Pantengin terus @IndiHome yaa ????#AktivitasTanpaBatas#InternetnyaIndonesia  https://t.co/ePn1bbgEGO,1.0
1590324128128856066,2022-11-09,Idih tsel sm indihome knp dah 😑,0.0
1590324017436979200,2022-11-09,"haiii, saya kira indihome :V",0.0
1590323719347789826,2022-11-09,@tanyakanrl Rcti bukannya dia punya sendiri ya yang kayak gitu? Di indihome rcti juga nggak ada cmiiw,2.0
1590323703396474880,2022-11-09,"@andreangot Hai, Kak Felix. Jika tidak ada perubahan, yuk infokan via DM Nomor layanan, Atas Nama, Alamat Pelanggan, Jumlah tagihan terakhir (lunas), Relasi dengan pemilik IndiHome serta No. Ponsel Utama &amp; No. Ponsel Alternatif. Terima kasih -Ansyah  https://t.co/5pSN6jEjhp",2.0
1590323503819272192,2022-11-09,@IndiHome WHY?!?!?!?  https://t.co/LmJdolERMJ,0.0
1590323389792940033,2022-11-09,@IndiHomeJBN Siappp min @IndiHomeJBN mantap banyak keuntungan dari my IndiHome,1.0
1590323301481877504,2022-11-09,"Semenjak pasang IndiHome di rumah, kalo lagi ketinggalan tayangan favorit bisa nonton lagi tayangan yang udah terlewat. Keren emang nih IndiHome #AktivitasTanpaBatas #InternetnyaIndonesia  https://t.co/I4fx3oAXtX",1.0
1590323273774268416,2022-11-09,Pulang kerja paling pas nonton kartun bareng anak #AktivitasTanpaBatas #InternetnyaIndonesia #indihome #pahlawandarikita  https://t.co/112GrlHWDa,1.0
1590323024779444229,2022-11-09,MAU MARAH BANGETTT INDIHOME NGELEG BANGETTTTTTSCSGSVSGSGEEGGS,0.0
1590322714342223872,2022-11-09,"@Didapgs Kak Dida. Sebelum kami bantu tindaklanjuti, yuk infokan via DM Nomor layanan, Atas Nama, Alamat Pelanggan, Jumlah tagihan terakhir (lunas), Relasi dengan pemilik IndiHome serta No. Ponsel Utama &amp; No. Ponsel Alternatif. Terima kasih -Ansyah  https://t.co/5pSN6jngfp",2.0
1590322522402476032,2022-11-09,"Sumpah ini gara2 indihome gangguan massal aku sampe bikin beginian, gabut 😢  https://t.co/BThbf9nWei",0.0
1590322327463825409,2022-11-09,indihome monyet lo lemot banget tai,0.0
1590321981320482822,2022-11-09,"Baru tau kalau ternyata di IndiHome TV ada program khusus musik yang namanya ""Mood booster""! Wah cocok banget nih ditonton buat jadi penyemangat hari! #AktivitasTanpaBatas #InternetnyaIndonesia  https://t.co/FWZEDUXytv",1.0
1590321917411856384,2022-11-09,Seru banget ternyata ada Dance Cover Challenge dong dari IndiHome Borneo. Harus cepet-cepet pelajarin gerakannya nih biar bisa ikutan. Hadiahnya lumayan! #AktivitasTanpaBatas #InternetnyaIndonesia  https://t.co/sVID4abfHt,1.0
1590321853377449987,2022-11-09,"@akunyakul Kata orang orang biznet buu, tapi aku pake indihome oke aja sih hari hari",1.0
1590321820313714688,2022-11-09,"Promo 11.11 dari IndiHome ada lagi? Wah, excited banget nungguinnya! Pasti menguntungkan banget deh, contohnya aja kayak Paket Jitu kemarin, hemat banget! #AktivitasTanpaBatas #InternetnyaIndonesia  https://t.co/OQtbwrr36C",1.0
1590321685949198338,2022-11-09,Min @IndiHome dan @IndiHomeCare  ini knp yaa ?  https://t.co/y0qTxPfl5x,0.0
1590321565836914688,2022-11-09,Seru banget ternyata ada Dance Cover Challenge dong dari IndiHome Borneo. Harus cepet-cepet pelajarin gerakannya nih biar bisa ikutan. Hadiahnya lumayan! #AktivitasTanpaBatas #InternetnyaIndonesia  https://t.co/KrHhn3EbSE,1.0
1590321504709128192,2022-11-09,"Promo 11.11 dari IndiHome ada lagi? Wah, excited banget nungguinnya! Pasti menguntungkan banget deh, contohnya aja kayak Paket Jitu kemarin, hemat banget! #AktivitasTanpaBatas #InternetnyaIndonesia  https://t.co/AHIW5CX3Tw",1.0
1590321379978915846,2022-11-09,"Baru tau kalau ternyata di IndiHome TV ada program khusus musik yang namanya ""Mood booster""! Wah cocok banget nih ditonton buat jadi penyemangat hari! #AktivitasTanpaBatas #InternetnyaIndonesia  https://t.co/PTuBvobUbn",1.0
1590321010053873665,2022-11-09,"@friereren Tbf juga sih gue perhatiin sekarang udah mendingan, minimal di rumah gue. Kebetulan pasang dua. Satu Indihome, satu MyRepublic. Kalau MyRepublic lagi batuk, ya gue ke Indihome. Speed oke lah.",1.0
1590320959739002880,2022-11-09,"@Zeus3381 Baik, Kak Zeus. Jika sedang melakukan permintaan atau lainnya seputar layanan IndiHome silakan di klik sesuai arahan ya Kak. Terima kasih -Ansyah",1.0
1590320878872842240,2022-11-09,"Ada yg special ini,paket indihome bundling orbit ini,  ayokkk segera berlangganan iya jangan sampai kelewat iya.... #IndiHome #InternetnyaIndonesia #AktivitasTanpaBatas #PahlawanDariKita  https://t.co/rd4O5WssaX",2.0
1590320808974745600,2022-11-09,"Ada yg special ini,paket indihome bundling orbit ini,  ayokkk segera berlangganan iya jangan sampai kelewat iya.... #IndiHome #InternetnyaIndonesia #AktivitasTanpaBatas #PahlawanDariKita  https://t.co/R6KworCYB8",2.0
1590320788766601217,2022-11-09,"Buat konten tiktok emang paling seru bareng temen kantor, terus upload nya pake jaringan dari IndiHome, Semua aktivitas online jadi seru! #AktivitasTanpaBatas #InternetnyaIndonesia  https://t.co/JZhuAfqj5z",1.0
1590320782768771072,2022-11-09,@bucinsehunna @IndiHome @IndiHomeCare Sama masih los juga disini 😔😮‍💨☝️☝️ belum ad perubahan dari tadi,0.0
1590320730138636289,2022-11-09,"Ada yg special ini,paket indihome bundling orbit ini,  ayokkk segera berlangganan iya jangan sampai kelewat iya.... #IndiHome #InternetnyaIndonesia #AktivitasTanpaBatas #PahlawanDariKita  https://t.co/EvkQhEmqfw",2.0
1590320645950550017,2022-11-09,"Ada yg special ini,paket indihome bundling orbit ini,  ayokkk segera berlangganan iya jangan sampai kelewat iya.... #IndiHome #InternetnyaIndonesia #AktivitasTanpaBatas #PahlawanDariKita  https://t.co/hw2lCTf1pb",2.0
1590320569802948608,2022-11-09,"Ada yg special ini,paket indihome bundling orbit ini,  ayokkk segera berlangganan iya jangan sampai kelewat iya.... #IndiHome #InternetnyaIndonesia #AktivitasTanpaBatas #PahlawanDariKita  https://t.co/4vnwPkBmu6",2.0
1590320515990052864,2022-11-09,"Udah ketemu Rabu lagi, WFO di bulan November ini harus semangat jalanin #AktivitasTanpaBatas, yang pasti pake IndiHome #InternetnyaIndonesia juga biar kerjaan dan silaturahmi jadi lancar. #SilaturahmiTanpaBatas  https://t.co/z6vLjQQwvv",1.0
1590320486848008192,2022-11-09,"Ada yg special ini,paket indihome bundling orbit ini,  ayokkk segera berlangganan iya jangan sampai kelewat iya.... #IndiHome #InternetnyaIndonesia #AktivitasTanpaBatas #PahlawanDariKita  https://t.co/vLnarCMHik",2.0
1590320316307628033,2022-11-09,@TelkomJabar Wow! Bakalan terus pantengin di tv indihome niih... makasih kakmin @TelkomJabar infonya,1.0
1590319931832532992,2022-11-09,"@IndiHomeCare Barusan di telp sama org indihome, cocokin data pribadi. Disuruh klik link di email kalo sudah setuju. Thank u",1.0
1590319806720663552,2022-11-09,nunggu hujan reda dgn chiillin’ bareng streamingan netflix pake koneksi indihome uhh nikmat Tuhan mana lagi yg kau dustakan ✨  https://t.co/hDyWXeUZDd,1.0
1590319290552836096,2022-11-09,"@art_by_mrs @worksfess @IndiHome Aman kok, so far gue dari februari sampai sekarang aman. Kalau ada apa-apa kan ada bukti kontrak dan datanya yang dikirim ke email kita",1.0
1590319261125586944,2022-11-09,"Kemarin tiba-tiba disamperin temen-temen ke rumah, katanya mau ngajak mabar mobile legend. Wah untung aku baru pasang IndiHome, jadi koneksi waktu mabarnya lancar sentosa,GG ngab. #IndiHome  #InternetnyaIndonesia  #AktivitasTanpaBatas  https://t.co/bTFW3PJmCX",1.0
1590319221246152707,2022-11-09,"Cara Pasang Baru IndiHome Di Rumah, Kantor, Kontrakan Tanpa Ribet Via Sales | IndiHome  Cara Pasang Baru IndiHome Di Rumah, Kantor, Kontrakan Via Sales IndiHome Dengan Informasi Syarat dan Harga Paket IndiHome Yang Sering Dipilih Pelanggan   https://t.co/rCfGRTeEHK",2.0
1590319177650540550,2022-11-09,"@Zeus3381 Hi, Kak Zeus. Untuk alamat Email tsb betul dari IndiHome, Email tsb biasanya menginfokan terkait info produk dan promo terbaru dari kami ya. -Felas",2.0
1590319093844152323,2022-11-09,@officialJKT48 Lah saya pake Indihome brati ga guna wkw,0.0
1590319085984043012,2022-11-09,seru banget acara Joyland tahun ini di GBK ditunggu bagi-bagi tiket gratisnya tahun depan ya min @IndiHome #IndiHomediJoyland #IndiHomeMbois  #AktivitasTanpaBatas  https://t.co/Sns6a2MRGs,1.0
1590318680105455617,2022-11-09,plis napa tempat w doang yg gangguan @IndiHome @IndiHomeCare,0.0
1590318601134710784,2022-11-09,"@minjaedery Halo, Kak Mey. Informasi terupdate seputar promo layanan IndiHome bisa cek di website resmi kami  https://t.co/jGgO0shikT Informasi dan laporan seputar layanan IndiHome, hubungi kami melalui DM di akun Twitter @IndiHomeCare atau klik Link :    https://t.co/yuUDRsBgiA. -Nabil",2.0
1590318551168331781,2022-11-09,Serunya nonton anime pakai indihome tv... #IndiHome #InternetnyaIndonesia #AktivitasTanpaBatas #PahlawanDariKita  https://t.co/pCNyfmJUgt,1.0
1590318384105029632,2022-11-09,"Sekarang tv analog sudah tidak berlaku lagi, nah saatnya beralih ke tv digital supaya dapet sinyal jernih dan bagus coba kalian pakai wifi + tv digital dari Indihome selain bisa nonton tv juga bisa nonton youtube dari tv!  #Internetnyaindonesia #AktivitasTanpaBatas #Indihome  https://t.co/Ee83SpDvlE",1.0
1590318247249080320,2022-11-09,"Aktivitas online dirumah makin menyenangkan dan seru setelah berlangganan wifi Indihome, selain kecepatan internetnya yg super ngebut ditambah bebas quota dijamin gak akan nyesel deh! #Internetnyaindonesia #AktivitasTanpaBatas #Indihome  https://t.co/XOYbYtbXtI",1.0
1590318058736062465,2022-11-09,"Liat kedalaman laut di channel sea todaynya IndiHome, langganan moms #IndiHome #InternetnyaIndonesia #AktivitasTanpaBatas #PahlawanDariKita  https://t.co/dVNOY886bs",1.0
