id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,sentiment,topic
1590336134038843395,1590262357527531520,2022-11-09 20:30:56 WIB,2022-11-09,20:30:56,+0700,1062100734,sasadanisha,Lycheee🧚‍♀️,,@ndagels Yang bisa lihat kuda nya cuman anak indihome,in,[],[],[],0,0,0,[],[],https://twitter.com/sasadanisha/status/1590336134038843395,FALSE,,0,,,,,,,,"[{'screen_name': 'ndagels', 'name': 'Mas Adem', 'id': '123483858'}]",,,,,2,
1590336074156765190,1590176129729449984,2022-11-09 20:30:41 WIB,2022-11-09,20:30:41,+0700,937939436322435072,vrataski_cv,atmonly,,@art_by_mrs @worksfess @IndiHome Foto dipake teknisi buat pinjol,in,[],[],[],0,0,0,[],[],https://twitter.com/vrataski_cv/status/1590336074156765190,FALSE,,0,,,,,,,,"[{'screen_name': 'art_by_mrs', 'name': 'Ayam Geprek Bensu', 'id': '1342448218647347200'}, {'screen_name': 'worksfess', 'name': 'BACA RULES DI (bit.ly/worksfess)', 'id': '1244597361826885636'}, {'screen_name': 'IndiHome', 'name': 'IndiHome', 'id': '1075673058931806208'}]",,,,,0,
1590335775518134274,1590335775518134274,2022-11-09 20:29:30 WIB,2022-11-09,20:29:30,+0700,1566410144371871749,ihdaku2,Ihdaku,,Donwload aplikasi apapun pasti cepat dan akurat Karena berkat indihome koneksi yang sangat cepat pastinya hemat #AktivitasTanpaBatas  #InternetnyaIndonesia  https://t.co/SI660HxNpj,in,[],[],['https://pbs.twimg.com/tweet_video_thumb/FhIB9ACVEAAgolX.jpg'],0,0,0,"['aktivitastanpabatas', 'internetnyaindonesia']",[],https://twitter.com/Ihdaku2/status/1590335775518134274,FALSE,,1,https://pbs.twimg.com/tweet_video_thumb/FhIB9ACVEAAgolX.jpg,,,,,,,[],,,,,1,
1590335754416566273,1590335146892591104,2022-11-09 20:29:25 WIB,2022-11-09,20:29:25,+0700,937939436322435072,vrataski_cv,atmonly,,@FarthurRosi @IndiHome Bot,und,[],[],[],0,0,0,[],[],https://twitter.com/vrataski_cv/status/1590335754416566273,FALSE,,0,,,,,,,,"[{'screen_name': 'FarthurRosi', 'name': 'farthur rosi', 'id': '1567398501751078913'}, {'screen_name': 'IndiHome', 'name': 'IndiHome', 'id': '1075673058931806208'}]",,,,,2,
1590335714600062979,1590293933791535115,2022-11-09 20:29:16 WIB,2022-11-09,20:29:16,+0700,1082975374554804224,docy_devil,Docy x_x⚔️,,"@blairelsm @IndiHome @IndiHomeCare Iya bro dari kemarin malam jam 11 Indihomenya parah indikator LOS merah kedip""",in,[],[],[],0,0,0,[],[],https://twitter.com/docy_devil/status/1590335714600062979,FALSE,,0,,,,,,,,"[{'screen_name': 'blairelsm', 'name': 'sya psti cumlaude', 'id': '1475661609947123714'}, {'screen_name': 'IndiHome', 'name': 'IndiHome', 'id': '1075673058931806208'}, {'screen_name': 'IndiHomeCare', 'name': 'IndiHomeCare', 'id': '765035200896118789'}]",,,,,0,
1590335396525015042,1590335396525015042,2022-11-09 20:28:00 WIB,2022-11-09,20:28:00,+0700,1150034478665912325,kimmkimq,Panitia Makrab,,"babay @IndiHome @IndiHomeCare sudah terlampau muak, tolong dibantu urusan pencabutannya ws wareg  https://t.co/dAPv5mqSNz",in,"[{'screen_name': 'indihome', 'name': 'indihome', 'id': '1075673058931806208'}, {'screen_name': 'indihomecare', 'name': 'indihomecare', 'id': '765035200896118789'}]",[],['https://pbs.twimg.com/media/FhIBnIiVQAAAE9V.jpg'],1,0,0,[],[],https://twitter.com/kimmkimq/status/1590335396525015042,FALSE,https://twitter.com/indihomecare/status/1590040588296269825,1,https://pbs.twimg.com/media/FhIBnIiVQAAAE9V.jpg,,,,,,,[],,,,,0,
1590335252722917377,1590331319179169794,2022-11-09 20:27:25 WIB,2022-11-09,20:27:25,+0700,765035200896118789,indihomecare,IndiHomeCare,,"@rizkynatalia00 Halo, Kak Rizky. boleh disampaikan alasan berhenti berlangganan karena apa? Selain itu bisa infokan juga data-data berikut ke DM @IndiHomeCare :  1. Nomor IndiHome  2. Atas nama pemilik IndiHome  3. Alamat lengkap (beserta patokan lokasi/ ancer-ancer)",in,"[{'screen_name': 'indihomecare', 'name': 'indihomecare', 'id': '765035200896118789'}]",[],[],0,0,0,[],[],https://twitter.com/IndiHomeCare/status/1590335252722917377,FALSE,,0,,,,,,,,"[{'screen_name': 'rizkynatalia00', 'name': 'Kejuu Lumer', 'id': '1617747960'}]",,,,,2,
1590335146892591104,1590335146892591104,2022-11-09 20:27:00 WIB,2022-11-09,20:27:00,+0700,1567398501751078913,farthurrosi,farthur rosi,,seru banget acara Joyland tahun ini di GBK ditunggu bagi-bagi tiket gratisnya tahun depan ya min @IndiHome #IndiHomediJoyland #IndiHomeMbois  #AktivitasTanpaBatas  https://t.co/eyrStt4fNJ,in,"[{'screen_name': 'indihome', 'name': 'indihome', 'id': '1075673058931806208'}]",[],[],1,0,0,"['indihomedijoyland', 'indihomembois', 'aktivitastanpabatas']",[],https://twitter.com/FarthurRosi/status/1590335146892591104,FALSE,,1,https://pbs.twimg.com/ext_tw_video_thumb/1590335071256395776/pu/img/lvQKmBZcjdopEEyY.jpg,,,,,,,[],,,,,2,
1590335117549240320,1590335117549240320,2022-11-09 20:26:53 WIB,2022-11-09,20:26:53,+0700,1566410144371871749,ihdaku2,Ihdaku,,Belanja online banyak bonusnya Pastinya butuh internet yang super cepat biyar tidak kehabisan Untung ada indihome semua teratasi Bonusnya pasti menanti #AktivitasTanpaBatas  #InternetnyaIndonesia  https://t.co/ubZm6lKJ41,in,[],[],['https://pbs.twimg.com/tweet_video_thumb/FhIBWq4UUAAs8po.jpg'],1,0,0,"['aktivitastanpabatas', 'internetnyaindonesia']",[],https://twitter.com/Ihdaku2/status/1590335117549240320,FALSE,,1,https://pbs.twimg.com/tweet_video_thumb/FhIBWq4UUAAs8po.jpg,,,,,,,[],,,,,1,
1590335038662451201,1590335038662451201,2022-11-09 20:26:34 WIB,2022-11-09,20:26:34,+0700,1494187548280647681,cherysrie2,chery_sriee,,"Pecinta drakor yuks ngumpul sini,skrg klo mau nonton drakor apa aja tinggal buka useetv cari chanelnya holstar pake jringan indihome yakin dech bakalan betah lama2 dikamar kyk aku nih seharian dpn tv pantengin tayangan drakor ke sukaan ku  https://t.co/WSwI7DvVgw",in,[],[],[],0,0,0,[],[],https://twitter.com/cherysrie2/status/1590335038662451201,FALSE,,1,https://pbs.twimg.com/ext_tw_video_thumb/1590334993016193025/pu/img/fSkj9tBWAa-9_ED7.jpg,,,,,,,[],,,,,1,
1590335027958906880,1590335027958906880,2022-11-09 20:26:32 WIB,2022-11-09,20:26:32,+0700,1121048399170523142,tkwibu,TkR,,@IndiHome kapan nih gangguan selesai dari jam 2 siang sampai sekarang blm bener² juga,in,[],[],[],0,0,0,[],[],https://twitter.com/TkWibu/status/1590335027958906880,FALSE,,0,,,,,,,,[],,,,,0,
1590334823734079488,1590226213628694528,2022-11-09 20:25:43 WIB,2022-11-09,20:25:43,+0700,1206496037579309056,zjackki,Jekk,,@IndiHomeCare Halo indihome ini kok internet nya ilang2an,tl,[],[],[],1,0,0,[],[],https://twitter.com/zjackki/status/1590334823734079488,FALSE,,0,,,,,,,,"[{'screen_name': 'IndiHomeCare', 'name': 'IndiHomeCare', 'id': '765035200896118789'}]",,,,,0,
1590334738908450819,1590334738908450819,2022-11-09 20:25:23 WIB,2022-11-09,20:25:23,+0700,1617747960,rizkynatalia00,Kejuu Lumer,,@IndiHome saya tak ingin lagi berlangganan dengan indihome,in,[],[],[],0,0,0,[],[],https://twitter.com/rizkynatalia00/status/1590334738908450819,FALSE,,0,,,,,,,,[],,,,,0,
1590334514567729154,1590334514567729154,2022-11-09 20:24:29 WIB,2022-11-09,20:24:29,+0700,1418466089436995587,novrizal871,Novrizal87,,Sudahlah makan tidak berkuah Nasi yang ada terasa hampa Sudahlah badan tidak bertuah Internet indiHome terisolir karena lupa bayar tagihannya 🤣 #PantunKalbar #InternetnyaIndonesia  #AktivitasTanpaBatas,in,[],[],[],0,0,0,"['pantunkalbar', 'internetnyaindonesia', 'aktivitastanpabatas']",[],https://twitter.com/Novrizal871/status/1590334514567729154,FALSE,,0,,,,,,,,[],,,,,2,
1590334503020802054,1590334503020802054,2022-11-09 20:24:27 WIB,2022-11-09,20:24:27,+0700,3227309822,bimz_neptune,biMz Neptune,,Today Watching Magia Record: Mahou Shoujo Madoka☆Magica Gaiden on @aniplusasia from @indihome 💞  #magia #mahoushoujo #madoka #Anime  https://t.co/o44YW8vJpF,en,"[{'screen_name': 'aniplusasia', 'name': 'aniplus asia', 'id': '2678707854'}, {'screen_name': 'indihome', 'name': 'indihome', 'id': '1075673058931806208'}]",['https://www.instagram.com/p/CkveQd6PBYF/?igshid=YTgzYjQ4ZTY='],[],0,1,0,"['magia', 'mahoushoujo', 'madoka', 'anime']",[],https://twitter.com/bimz_neptune/status/1590334503020802054,FALSE,,0,,,,,,,,[],,,,,2,
1590334324804841475,1590176129729449984,2022-11-09 20:23:44 WIB,2022-11-09,20:23:44,+0700,958281733052379136,poohunny13,Yongki Poohˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ⃢ˈ,,@art_by_mrs @worksfess @IndiHome Kok gitu sih? Gw dulu daftar Firstmedia &amp; MyRepublic ga ada kirim² selfi dgn KTP.,in,[],[],[],0,0,0,[],[],https://twitter.com/PooHunny13/status/1590334324804841475,FALSE,,0,,,,,,,,"[{'screen_name': 'art_by_mrs', 'name': 'Ayam Geprek Bensu', 'id': '1342448218647347200'}, {'screen_name': 'worksfess', 'name': 'BACA RULES DI (bit.ly/worksfess)', 'id': '1244597361826885636'}, {'screen_name': 'IndiHome', 'name': 'IndiHome', 'id': '1075673058931806208'}]",,,,,0,
1590333926203351042,1590333926203351042,2022-11-09 20:22:09 WIB,2022-11-09,20:22:09,+0700,1544050951564058624,bowlbasawr,Pokémon Hijau,,"@IndiHome saya mau berhenti berlangganan, caranya gimana ya?",in,[],[],[],2,0,0,[],[],https://twitter.com/bowlbasawr/status/1590333926203351042,FALSE,,0,,,,,,,,[],,,,,2,
1590333741914009600,1590320564056752131,2022-11-09 20:21:25 WIB,2022-11-09,20:21:25,+0700,85259259,sambayon,🇹🇷🇵🇸🇲🇨 sambayon 🇲🇨🇵🇸🇹🇷,,@chiw @tangtunk @elmoel @juspisang Heeee brigata la violaaa cagak indihome,in,[],[],[],1,0,0,[],[],https://twitter.com/Sambayon/status/1590333741914009600,FALSE,,0,,,,,,,,"[{'screen_name': 'chiw', 'name': 'Pejuang Revisi Paper 💪🏻 ᓚᘏᗢ', 'id': '7972002'}, {'screen_name': 'tangtunk', 'name': ""Anak'e Abah YAQIN"", 'id': '68085572'}, {'screen_name': 'elmoel', 'name': 'elmoel', 'id': '60083728'}, {'screen_name': 'juspisang', 'name': 'bayu 🐵', 'id': '51092073'}]",,,,,2,
1590333730216087554,1590333730216087554,2022-11-09 20:21:22 WIB,2022-11-09,20:21:22,+0700,1467793565648502786,jepong__,Jeri Pongsibidang,,"Masih semangat buat nonton BWF World Tour dalam Hylo Open 2022 karena streamingnya pake UseeTV GO. Untung udah pake paket internet hemat yang udah sama IndiHome TV, jadi makin nyaman deh nontonnya. #AktivitasTanpaBatas #InternetnyaIndonesia",in,[],[],[],1,0,0,"['aktivitastanpabatas', 'internetnyaindonesia']",[],https://twitter.com/Jepong__/status/1590333730216087554,FALSE,,0,,,,,,,,[],,,,,1,
1590333664755609607,1590333664755609607,2022-11-09 20:21:07 WIB,2022-11-09,20:21:07,+0700,1467793565648502786,jepong__,Jeri Pongsibidang,,"Modal main games Quizziz doang bisa dibayarin tagihan IndiHome dong. Musti ikutan juga nih buat bulan depan, karena lumayan banget kalau ikutan program keren dari IndiHome Borneo ini. Bisa hemat banyak! #AktivitasTanpaBatas #InternetnyaIndonesia",in,[],[],[],1,0,0,"['aktivitastanpabatas', 'internetnyaindonesia']",[],https://twitter.com/Jepong__/status/1590333664755609607,FALSE,,0,,,,,,,,[],,,,,1,
1590333639526449152,1590333013585711104,2022-11-09 20:21:01 WIB,2022-11-09,20:21:01,+0700,765035200896118789,indihomecare,IndiHomeCare,,"@mastahta Halo, Sobat. Informasi dan laporan seputar layanan IndiHome, hubungi kami melalui DM di akun Twitter @IndiHomeCare atau klik Link :    https://t.co/yuUDRsBgiA. Terima Kasih -Nabil",in,"[{'screen_name': 'indihomecare', 'name': 'indihomecare', 'id': '765035200896118789'}]",['http://myih.ch/dm'],[],0,0,0,[],[],https://twitter.com/IndiHomeCare/status/1590333639526449152,FALSE,,0,,,,,,,,"[{'screen_name': 'mastahta', 'name': 'Capt', 'id': '436692420'}]",,,,,2,
1590332972695433225,1590332972695433225,2022-11-09 20:18:22 WIB,2022-11-09,20:18:22,+0700,1547640782789935104,sulum710,Sams,,Penasaran sama kejutan nggak ngadi-ngadi dari IndiHome?Tunggu tanggal mainnya di 11.11. Pantengin terus @IndiHome yaa ????#AktivitasTanpaBatas  https://t.co/ayKtlVPMnB,in,"[{'screen_name': 'indihome', 'name': 'indihome', 'id': '1075673058931806208'}]",[],[],0,0,0,['aktivitastanpabatas'],[],https://twitter.com/sulum710/status/1590332972695433225,FALSE,,1,https://pbs.twimg.com/ext_tw_video_thumb/1590332924338982912/pu/img/MKBwg9GknyBav68F.jpg,,,,,,,[],,,,,2,
1590332961110757384,1590332961110757384,2022-11-09 20:18:19 WIB,2022-11-09,20:18:19,+0700,247297725,adi_lfw,salah server,,@IndiHome apa memang lagi ada gangguan di daerah sleman?,in,[],[],[],1,0,0,[],[],https://twitter.com/adi_lfw/status/1590332961110757384,FALSE,,0,,,,,,,,[],,,,,0,
1590332777421209600,1590318680105455617,2022-11-09 20:17:35 WIB,2022-11-09,20:17:35,+0700,1113023321291948035,jokowipemuja,IntelPerubahan 🥤,,"@bucinsehunna @IndiHome @IndiHomeCare Area Merjosari malang kota, kayak kota 👻 tanpa internet Indihome",in,[],[],[],0,0,0,[],[],https://twitter.com/JokowiPemuja/status/1590332777421209600,FALSE,,0,,,,,,,,"[{'screen_name': 'bucinsehunna', 'name': 'yaya', 'id': '1121765709690753025'}, {'screen_name': 'IndiHome', 'name': 'IndiHome', 'id': '1075673058931806208'}, {'screen_name': 'IndiHomeCare', 'name': 'IndiHomeCare', 'id': '765035200896118789'}]",,,,,1,
1590332684857135104,1590332684857135104,2022-11-09 20:17:13 WIB,2022-11-09,20:17:13,+0700,436692420,mastahta,Capt,,@IndiHome kak bisa bantu kenapa internet saya tiba2 speednya turun drastis yaa padahal fup masih,in,[],[],[],0,0,0,[],[],https://twitter.com/mastahta/status/1590332684857135104,FALSE,,0,,,,,,,,[],,,,,0,
1590332632877105152,1590332632877105152,2022-11-09 20:17:01 WIB,2022-11-09,20:17:01,+0700,1467793565648502786,jepong__,Jeri Pongsibidang,,"IndiHome Borneo selalu punya cara untuk bikin #AktivitasTanpaBatas jadi seru bersama #InternetnyaIndonesia. Pas ketemu info event Voice Over ini, jadi tertarik buat ikutan deh. Apalagi hadiahnya lumayan. Yuk gaskan ikutan juga!",in,[],[],[],0,0,0,"['aktivitastanpabatas', 'internetnyaindonesia']",[],https://twitter.com/Jepong__/status/1590332632877105152,FALSE,,0,,,,,,,,[],,,,,1,
1590332543609765888,1590188965113790464,2022-11-09 20:16:40 WIB,2022-11-09,20:16:40,+0700,758796506,tertawasendiri,"Whatever People Say I Am, That's What I'm Not",,"@CPRZ__ @IndiHome btw the other day thank u for checking me yoo tino, whether if im okay or not sehato terooss",en,[],[],[],0,0,0,[],[],https://twitter.com/tertawasendiri/status/1590332543609765888,FALSE,,0,,,,,,,,"[{'screen_name': 'CPRZ__', 'name': 'tinoadiwicaksono', 'id': '96718090'}, {'screen_name': 'IndiHome', 'name': 'IndiHome', 'id': '1075673058931806208'}]",,,,,1,
1590332445186195458,1590332445186195458,2022-11-09 20:16:16 WIB,2022-11-09,20:16:16,+0700,1467793565648502786,jepong__,Jeri Pongsibidang,,"Mantep! Yang bikin mood naik di awal bulan gini tuh gaji udah cair! Kirim uang ke ortu udah, jajanin adek udah, sekarang giliran bayar tagihan termasuk tagihan IndiHome. Biar jaringan internet bisa terus lancar~ #AktivitasTanpaBatas #InternetnyaIndonesia",in,[],[],[],0,0,0,"['aktivitastanpabatas', 'internetnyaindonesia']",[],https://twitter.com/Jepong__/status/1590332445186195458,FALSE,,0,,,,,,,,[],,,,,1,
1590332393214578688,1590261216467095552,2022-11-09 20:16:04 WIB,2022-11-09,20:16:04,+0700,1113023321291948035,jokowipemuja,IntelPerubahan 🥤,,"@infotlogomas @IndiHomeCare @IndiHome Betul, ini daerah Merjosari msh tewas jam skrng.",in,[],[],[],0,0,0,[],[],https://twitter.com/JokowiPemuja/status/1590332393214578688,FALSE,,0,,,,,,,,"[{'screen_name': 'infotlogomas', 'name': 'Tweet dari', 'id': '1127917309241114625'}, {'screen_name': 'IndiHomeCare', 'name': 'IndiHomeCare', 'id': '765035200896118789'}, {'screen_name': 'IndiHome', 'name': 'IndiHome', 'id': '1075673058931806208'}]",,,,,2,
1590332300033949696,1590331290146205696,2022-11-09 20:15:41 WIB,2022-11-09,20:15:41,+0700,485501015,vicryf,vicryf,,@IndiHomeCare indihome wilayah 45652 gangguan kah mint?,in,[],[],[],1,0,0,[],[],https://twitter.com/vicryf/status/1590332300033949696,FALSE,,0,,,,,,,,"[{'screen_name': 'IndiHomeCare', 'name': 'IndiHomeCare', 'id': '765035200896118789'}]",,,,,0,
1590332278265114625,1590327390856962048,2022-11-09 20:15:36 WIB,2022-11-09,20:15:36,+0700,765035200896118789,indihomecare,IndiHomeCare,,"@NIK003__ Hello Mr/Mrs, For information and reports about IndiHome services, contact us via DM on the Twitter account @IndiHomeCare or click the link:    https://t.co/yuUDRsBgiA. Thank you -Nabil",en,"[{'screen_name': 'indihomecare', 'name': 'indihomecare', 'id': '765035200896118789'}]",['http://myih.ch/dm'],[],0,0,0,[],[],https://twitter.com/IndiHomeCare/status/1590332278265114625,FALSE,,0,,,,,,,,"[{'screen_name': 'NIK003__', 'name': 'NIK003__', 'id': '972839586937253890'}]",,,,,2,
1590331899205267457,1590331899205267457,2022-11-09 20:14:06 WIB,2022-11-09,20:14:06,+0700,1418466089436995587,novrizal871,Novrizal87,,Galah bukan sembarang galah Galah orang pemanjat pinang Salah bukan sembarang salah Salah abang indiHome tak dipasang 😄 #PantunKalbar #InternetnyaIndonesia #AktivitasTanpaBatas,in,[],[],[],0,0,0,"['pantunkalbar', 'internetnyaindonesia', 'aktivitastanpabatas']",[],https://twitter.com/Novrizal871/status/1590331899205267457,FALSE,,0,,,,,,,,[],,,,,1,
1590331765885108225,1590331765885108225,2022-11-09 20:13:34 WIB,2022-11-09,20:13:34,+0700,1584883145131728896,atidian1,Atidian1,,"Kemarin tiba-tiba disamperin temen-temen ke rumah, katanya mau ngajak mabar mobile legend. Wah untung aku baru pasang IndiHome, jadi koneksi waktu mabarnya lancar sentosa wkwkwk.  https://t.co/nomp0gvRQ1",in,[],[],[],1,0,0,[],[],https://twitter.com/atidian1/status/1590331765885108225,FALSE,,1,https://pbs.twimg.com/ext_tw_video_thumb/1590331671924338688/pu/img/mE-Te2JBqAk3pqUs.jpg,,,,,,,[],,,,,1,
1590331662218719235,1590331662218719235,2022-11-09 20:13:09 WIB,2022-11-09,20:13:09,+0700,1467793565648502786,jepong__,Jeri Pongsibidang,,"Kemarin nonton Hylo Open 2022 dan ternyata Indonesia dapet 2 gelar juara umum dong! Rasa bangga dan harunya sampai ke rumah dong, karena nontonnya langsung via IndiHome TV. #AktivitasTanpaBatas #InternetnyaIndonesia",in,[],[],[],0,0,0,"['aktivitastanpabatas', 'internetnyaindonesia']",[],https://twitter.com/Jepong__/status/1590331662218719235,FALSE,,0,,,,,,,,[],,,,,1,
1590331649711288320,1590188965113790464,2022-11-09 20:13:06 WIB,2022-11-09,20:13:06,+0700,96718090,cprz__,tinoadiwicaksono,,@tertawasendiri @IndiHome nambahi sontrek ngesbes sam  https://t.co/dDJTn2Y3KX,in,[],[],['https://pbs.twimg.com/media/FhH-Mn9agAAd2bY.jpg'],1,0,0,[],[],https://twitter.com/CPRZ__/status/1590331649711288320,FALSE,,1,https://pbs.twimg.com/media/FhH-Mn9agAAd2bY.jpg,,,,,,,"[{'screen_name': 'tertawasendiri', 'name': ""Whatever People Say I Am, That's What I'm Not"", 'id': '758796506'}, {'screen_name': 'IndiHome', 'name': 'IndiHome', 'id': '1075673058931806208'}]",,,,,2,
